,Unnamed: 0,image,description,AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,FORM,TYPE,SCHOOL,TIMEFRAME,removed
78,3221,https://www.wga.hu/detail/a/arnolfo/4/02preset.jpg,['\r\nThe detail represents the head of one of the Magi.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Presepio (detail),-,Marble,"Santa Maria Maggiore, Rome",sculpture,religious,Italian,1251-1300,The detail represents the head of one of the Magi.
79,3222,https://www.wga.hu/detail/a/arnolfo/4/04presep.jpg,['\r\nThe detail represents the three Magi.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Presepio (detail),1280s,Marble,"Santa Maria Maggiore, Rome",sculpture,religious,Italian,1251-1300,The detail represents the three Magi.
80,3223,https://www.wga.hu/detail/a/arnolfo/4/04preseq.jpg,['\r\nThe detail represents one of the Magi.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Presepio (detail),-,Marble,"Santa Maria Maggiore, Rome",sculpture,religious,Italian,1251-1300,The detail represents one of the Magi.
81,3224,https://www.wga.hu/detail/a/arnolfo/4/04preses.jpg,['\r\nThe detail represents the head of one of the Magi.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Presepio (detail),-,Marble,"Santa Maria Maggiore, Rome",sculpture,religious,Italian,1251-1300,The detail represents the head of one of the Magi.
82,3226,https://www.wga.hu/detail/a/arnolfo/4/05preser.jpg,['\r\nThe detail represents two ox and the ass.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Presepio (detail),-,Marble,"Santa Maria Maggiore, Rome",sculpture,religious,Italian,1251-1300,The detail represents two ox and the ass.
83,3227,https://www.wga.hu/detail/a/arnolfo/4/05preset.jpg,['\r\nThe detail represents the head of St Joseph.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Presepio (detail),-,Marble,"Santa Maria Maggiore, Rome",sculpture,religious,Italian,1251-1300,The detail represents the head of St Joseph.
84,3626,https://www.wga.hu/detail/b/ballu/clotild2.jpg,['\r\nThe photo shows the portals of the main façade.\r\n\r\n\n'],"BALLU, Théodore","(b. 1817, Paris, d. 1885, Paris)",Exterior view,after 1839,Photo,"Sainte-Clotilde, Paris",architecture,other,French,1801-1850,The photo shows the portals of the main façade.
85,3990,https://www.wga.hu/detail/b/basile/xmontec7.jpg,['\r\nThe photo shows the Sala della Regina.\r\n\r\n\n'],"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Palazzo Montecitorio: interior,1902-14,Photo,"Piazza del Parlamento, Rome",architecture,interior,Italian,1851-1900,The photo shows the Sala della Regina.
86,3991,https://www.wga.hu/detail/b/basile/xmontec8.jpg,['\r\nThe photo shows the Sala della Lupa.\r\n\r\n\n'],"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Palazzo Montecitorio: interior,1902-14,Photo,"Piazza del Parlamento, Rome",architecture,interior,Italian,1851-1900,The photo shows the Sala della Lupa.
87,4105,https://www.wga.hu/detail/b/battaggi/crema3.jpg,['\r\nThe photo shows the main altar of the sanctuary.\r\n\r\n\n'],"BATTAGGIO, Giovanni di Domenico",(active 1465-1499 in Lombardy),Interior view,begun 1490,Photo,"Santa Maria della Croce, Crema",architecture,other,Italian,1451-1500,The photo shows the main altar of the sanctuary.
88,4108,https://www.wga.hu/detail/b/battaggi/lodi3.jpg,['\r\nThe photo shows a view of the cloister.\r\n\r\n\n'],"BATTAGGIO, Giovanni di Domenico",(active 1465-1499 in Lombardy),Interior view,begun 1488,Photo,"Incoronata, Lodi",architecture,other,Italian,1451-1500,The photo shows a view of the cloister.
89,4163,https://www.wga.hu/detail/b/beaugran/savoye4.jpg,['\r\nThe photo shows the courtyard façade.\r\n\r\n\n'],"BEAUGRANT, Guyot de","(b. ca. 1500, Lorraine, d. 1549, Elvillar)",Exterior view,c. 1526,Photo,"Hof van Savoye, Mechelen",architecture,other,Flemish,1501-1550,The photo shows the courtyard façade.
90,4385,https://www.wga.hu/detail/b/bellini/giovanni/1460-69/ferreri/057ferr4.jpg,['\r\nThe picture shows the predella of the altarpiece.\r\n\r\n\n'],"BELLINI, Giovanni","(b. ca. 1426, Venezia, d. 1516, Venezia)",Polyptych of San Vincenzo Ferreri (detail),1464-68,Tempera on panel,"Basilica dei Santi Giovanni e Paolo, Venice",painting,religious,Italian,1451-1500,The picture shows the predella of the altarpiece.
91,4402,https://www.wga.hu/detail/b/bellini/giovanni/1470-79/080madon.jpg,['\r\nThe painting is in an imperfect condition.\r\n\r\n\n'],"BELLINI, Giovanni","(b. ca. 1426, Venezia, d. 1516, Venezia)",Madonna with Child,c. 1475,"Tempera on panel, 77 x 57 cm","Museo di Castelvecchio, Verona",painting,religious,Italian,1451-1500,The painting is in an imperfect condition.
92,4442,https://www.wga.hu/detail/b/bellini/giovanni/1480-89/1giobbe/101giob5.jpg,['\r\nThe detail shows St Dominic and St Sebastian.\r\n\r\n\n'],"BELLINI, Giovanni","(b. ca. 1426, Venezia, d. 1516, Venezia)",San Giobbe Altarpiece (detail),c. 1487,"Oil on panel, width: 67 cm (size of detail)","Gallerie dell'Accademia, Venice",painting,religious,Italian,1451-1500,The detail shows St Dominic and St Sebastian.
93,4443,https://www.wga.hu/detail/b/bellini/giovanni/1480-89/1giobbe/101giob6.jpg,['\r\nThe detail shows three musician angels.\r\n\r\n\n'],"BELLINI, Giovanni","(b. ca. 1426, Venezia, d. 1516, Venezia)",San Giobbe Altarpiece (detail),c. 1487,Oil on panel,"Gallerie dell'Accademia, Venice",painting,religious,Italian,1451-1500,The detail shows three musician angels.
94,4465,https://www.wga.hu/detail/b/bellini/giovanni/1490-99/138sacr2.jpg,['\r\nThis detail shows the head of Saint Catherine.\r\n\r\n\n'],"BELLINI, Giovanni","(b. ca. 1426, Venezia, d. 1516, Venezia)",Sacred Conversation (detail),c. 1490,Oil on wood,"Gallerie dell'Accademia, Venice",painting,religious,Italian,1451-1500,This detail shows the head of Saint Catherine.
95,4483,https://www.wga.hu/detail/b/bellini/giovanni/1500-09/174madox.jpg,['\r\nThe detail shows the head of St John the Baptist.\r\n\r\n\n'],"BELLINI, Giovanni","(b. ca. 1426, Venezia, d. 1516, Venezia)",Madonna and Child with St John the Baptist and a Saint (detail),1500-04,Oil on panel,"Gallerie dell'Accademia, Venice",painting,religious,Italian,1451-1500,The detail shows the head of St John the Baptist.
96,4930,https://www.wga.hu/detail/b/bernini/gianlore/sculptur/1650/4rivers7.jpg,['\r\nThe detail shows the River Ganges.\r\n\r\n\n'],"BERNINI, Gian Lorenzo","(b. 1598, Napoli, d. 1680, Roma)",Fountain of the Four Rivers (detail),1648-51,Travertine and marble,"Piazza Navona, Rome",sculpture,mythological,Italian,1601-1650,The detail shows the River Ganges.
97,4965,https://www.wga.hu/detail/b/bernini/gianlore/sculptur/1670/alex2.jpg,['\r\nThe detail shows the figure of Truth.\r\n\r\n\n'],"BERNINI, Gian Lorenzo","(b. 1598, Napoli, d. 1680, Roma)",Tomb of Pope Alexander (Chigi) VII (detail),1671-78,"Marble and gilded bronze, over life-size","Basilica di San Pietro, Vatican",sculpture,religious,Italian,1601-1650,The detail shows the figure of Truth.
98,5287,https://www.wga.hu/detail/b/blake/081milto.jpg,"[""\r\nThis is an illustration to Milton's Paradise Lost.\r\n\r\n\n""]","BLAKE, William","(b. 1757, London, d. 1827, London)",Adam and Eve Sleeping,1808,"Pen and watercolor on paper, 492 x 387 mm","Museum of Fine Arts, Boston",graphics,religious,English,1751-1800,This is an illustration to Milton's Paradise Lost.
99,5289,https://www.wga.hu/detail/b/blake/083milto.jpg,"[""\r\nThis is an illustration to Milton's Paradise Lost.\r\n\r\n\n""]","BLAKE, William","(b. 1757, London, d. 1827, London)",Satan Watching the Caresses of Adam and Eve,1808,"Pen and watercolor on paper, 505 x 380 mm","Museum of Fine Arts, Boston",graphics,religious,English,1751-1800,This is an illustration to Milton's Paradise Lost.
100,5785,https://www.wga.hu/detail/b/borromin/santand4.jpg,['\r\nThe picture shows a detail of the dome.\r\n\r\n\n'],"BORROMINI, Francesco","(b. 1599, Bissone, d. 1667, Roma)",Exterior view,1653-67,Photo,"Sant'Andrea delle Fratte, Rome",architecture,other,Italian,1601-1650,The picture shows a detail of the dome.
101,5792,https://www.wga.hu/detail/b/borromin/santivo7.jpg,['\r\nThe photo shows three windows in the dome.\r\n\r\n\n'],"BORROMINI, Francesco","(b. 1599, Bissone, d. 1667, Roma)",Interior view,1642-50,Photo,"Sant'Ivo alla Sapienza, Rome",architecture,interior,Italian,1601-1650,The photo shows three windows in the dome.
102,5805,https://www.wga.hu/detail/b/bort/murcia2.jpg,['\r\nThe picture shows a detail of the façade.\r\n\r\n\n'],"BORT, Jaime","(d. 1754, Madrid)",Exterior view (detail),1742-54,Photo,"Cathedral, Murcia",architecture,other,Spanish,1701-1750,The picture shows a detail of the façade.
103,5870,https://www.wga.hu/detail/b/bosch/4haywain/13ecentr.jpg,['\r\nThe detail represents the Importation to the Hell.\r\n\r\n\n'],"BOSCH, Hieronymus","(b. ca. 1450, 's-Hertogenbosch, d. 1516, 's-Hertogenbosch)",Triptych of Haywain (detail),1500-02,Oil on panel,"Monasterio de San Lorenzo, El Escorial",painting,religious,Netherlandish,1451-1500,The detail represents the Importation to the Hell.
104,5953,https://www.wga.hu/detail/b/bosch/92graph/01graphi.jpg,['\r\nThis drawing is a study for an early painting.\r\n\r\n\n'],"BOSCH, Hieronymus","(b. ca. 1450, 's-Hertogenbosch, d. 1516, 's-Hertogenbosch)",Group of Male Figures,-,"Pen, 124 x 126 mm","The Morgan Library and Museum, New York",graphics,study,Netherlandish,1451-1500,This drawing is a study for an early painting.
105,5993,https://www.wga.hu/detail/b/bosschae/jan_bapt/still_l1.jpg,['\r\nThis is one of a pair of similar still-lifes.\r\n\r\n\n'],"BOSSCHAERT, Jan-Baptist","(b. 1667, Antwerpen, d. 1746, Antwerpen)",Still-Life of Flowers in Sculpted Stone Urn,1713,"Oil on canvas, 75 x 62 cm",Private collection,painting,still-life,Flemish,1701-1750,This is one of a pair of similar still-lifes.
106,5994,https://www.wga.hu/detail/b/bosschae/jan_bapt/still_l2.jpg,['\r\nThis is one of a pair of similar still-lifes.\r\n\r\n\n'],"BOSSCHAERT, Jan-Baptist","(b. 1667, Antwerpen, d. 1746, Antwerpen)",Still-Life of Flowers in Sculpted Stone Urn,1713,"Oil on canvas, 75 x 62 cm",Private collection,painting,still-life,Flemish,1701-1750,This is one of a pair of similar still-lifes.
107,6089,https://www.wga.hu/detail/b/botticel/4sistina/moses/moses3.jpg,['\r\nThe detail shows Moses taking off his shoes.\r\n\r\n\n'],"BOTTICELLI, Sandro","(b. 1445, Firenze, d. 1510, Firenze)",The Trials and Calling of Moses (detail),1481-82,Fresco,"Cappella Sistina, Vatican",painting,religious,Italian,1451-1500,The detail shows Moses taking off his shoes.
108,6090,https://www.wga.hu/detail/b/botticel/4sistina/moses/moses4.jpg,['\r\nThe detail shows a young girl and a soldier.\r\n\r\n\n'],"BOTTICELLI, Sandro","(b. 1445, Firenze, d. 1510, Firenze)",The Trials and Calling of Moses (detail),1481-82,Fresco,"Cappella Sistina, Vatican",painting,religious,Italian,1451-1500,The detail shows a young girl and a soldier.
109,6091,https://www.wga.hu/detail/b/botticel/4sistina/moses/moses5.jpg,['\r\nThe detail shows a young girl and a soldier.\r\n\r\n\n'],"BOTTICELLI, Sandro","(b. 1445, Firenze, d. 1510, Firenze)",The Trials and Calling of Moses (detail),1481-82,Fresco,"Cappella Sistina, Vatican",painting,religious,Italian,1451-1500,The detail shows a young girl and a soldier.
110,6092,https://www.wga.hu/detail/b/botticel/4sistina/moses/moses6.jpg,['\r\nThe detail shows a young girl and a soldier.\r\n\r\n\n'],"BOTTICELLI, Sandro","(b. 1445, Firenze, d. 1510, Firenze)",The Trials and Calling of Moses (detail),1481-82,Fresco,"Cappella Sistina, Vatican",painting,religious,Italian,1451-1500,The detail shows a young girl and a soldier.
111,6109,https://www.wga.hu/detail/b/botticel/5allegor/12primax.jpg,['\r\nThe detail shows the figure of Mercury.\r\n\r\n\n'],"BOTTICELLI, Sandro","(b. 1445, Firenze, d. 1510, Firenze)",Primavera (detail),c. 1482,Tempera on panel,"Galleria degli Uffizi, Florence",painting,mythological,Italian,1451-1500,The detail shows the figure of Mercury.
112,6110,https://www.wga.hu/detail/b/botticel/5allegor/13primab.jpg,['\r\nThe detail shows the figure of Flora.\r\n\r\n\n'],"BOTTICELLI, Sandro","(b. 1445, Firenze, d. 1510, Firenze)",Primavera (detail),c. 1482,Tempera on panel,"Galleria degli Uffizi, Florence",painting,mythological,Italian,1451-1500,The detail shows the figure of Flora.
113,6397,https://www.wga.hu/detail/b/bouts/dirk_e/lastsupp/0altar1.jpg,['\r\nThe picture shows the altarpiece in its frame.\r\n\r\n\n'],"BOUTS, Dieric the Elder","(b. ca. 1415, Haarlem, d. 1475, Leuven)",Altarpiece of the Holy Sacrament,1464-67,"Oil on panel, 185 x 294 cm","Sint-Pieterskerk, Leuven",painting,religious,Flemish,1451-1500,The picture shows the altarpiece in its frame.
114,6571,https://www.wga.hu/detail/b/bray/jan/port_yw.jpg,['\r\nThis portrait is related in style to Frans Hals.\r\n\r\n\n'],"BRAY, Jan de","(b. ca. 1627, Haarlem, d. 1697, Haarlem)",Portrait of a Young Woman,-,"Oil on panel, 53,9 x 43,4 cm","Museum voor Schone Kunsten, Ghent",painting,portrait,Dutch,1651-1700,This portrait is related in style to Frans Hals.
115,6634,https://www.wga.hu/detail/b/bregno/antonio/foscari2.jpg,['\r\nThe detail shows two theological virtues.\r\n\r\n\n'],"BREGNO, Antonio",(active 1425-1457 in Venice),Monument of Francesco Foscari (detail),after 1466,Limestone,"Santa Maria Gloriosa dei Frari, Venice",sculpture,religious,Italian,1401-1450,The detail shows two theological virtues.
116,6664,https://www.wga.hu/detail/b/brenna/ostanki2.jpg,['\r\nThe photo shows the interior of the Blue Room.\r\n\r\n\n'],"BRENNA, Vincenzo","(b. 1745, Firenze, d. 1820, Dresden)",Interior view,1792-98,Photo,"Ostankino Palace, Moscow",architecture,interior,Italian,1751-1800,The photo shows the interior of the Blue Room.
117,6881,https://www.wga.hu/detail/b/brouwer/landscap.jpg,['\r\nThis is one of the rare landscapes of the artist.\r\n\r\n\n'],"BROUWER, Adriaen","(b. ca. 1605, Oudenaerde, d. 1638, Antwerpen)",Twilight Landscape,1633-37,"Oil on wood, 17 x 26 cm","Musée du Louvre, Paris",painting,landscape,Flemish,1601-1650,This is one of the rare landscapes of the artist.
118,7252,https://www.wga.hu/detail/b/bryullov/karl/bathsheb.jpg,['\r\nThe painting is unfinished.\r\n\r\n\n'],"BRYULLOV, Karl Pavlovich","(b. 1799, St Petersburg, d. 1852, Marciano)",Bathsheba,1832,"Oil on canvas, 173 x 126 cm","State Tretyakov Gallery, Moscow",painting,religious,Russian,1801-1850,The painting is unfinished.
119,7262,https://www.wga.hu/detail/b/buffalma/1trium06.jpg,['\r\nThe detail shows members of the hunting party.\r\n\r\n\n'],"BUFFALMACCO, Bounamico",(active 1315-1336),Triumph of Death (detail),1335-40,Fresco,"Camposanto, Pisa",painting,religious,Italian,1301-1350,The detail shows members of the hunting party.
120,7595,https://www.wga.hu/detail/c/campagna/highalt2.jpg,['\r\nThe photo shows the back of the High Altar.\r\n\r\n\n'],"CAMPAGNA, Girolamo","(b. ca. 1549, Verona, d. 1625, Venezia)",High Altar (detail),1592-93,"Bronze and copper gilt, 350 cm","San Giorgio Maggiore, Venice",sculpture,religious,Italian,1551-1600,The photo shows the back of the High Altar.
121,7799,https://www.wga.hu/detail/c/canella/venice.jpg,['\r\nThe painting is signed lower right: G. Canella.\r\n\r\n\n'],"CANELLA, Giuseppe","(b. 1788, Verona, d. 1847, Firenze)","Farewell, Leaving the Doge's Palace, Venice",c. 1810,"Oil on canvas,",Private collection,painting,historical,Italian,1801-1850,The painting is signed lower right: G. Canella.
122,7963,https://www.wga.hu/detail/c/caravagg/04/23conta5.jpg,['\r\nThe picture shows the head of Matthew.\r\n\r\n\n'],CARAVAGGIO,"(b. 1571, Caravaggio, d. 1610, Porto Ercole)",The Calling of Saint Matthew (detail),1599-1600,"Oil on canvas, width of detail: 30 cm","Contarelli Chapel, San Luigi dei Francesi, Rome",painting,religious,Italian,1551-1600,The picture shows the head of Matthew.
123,7969,https://www.wga.hu/detail/c/caravagg/04/24conta2.jpg,"[""\r\nThe picture's main figure is the executioner.\r\n\r\n\n""]",CARAVAGGIO,"(b. 1571, Caravaggio, d. 1610, Porto Ercole)",The Martyrdom of St Matthew (detail),1599-1600,"Oil on canvas, width of detail: 49 cm","Contarelli Chapel, San Luigi dei Francesi, Rome",painting,religious,Italian,1551-1600,The picture's main figure is the executioner.
124,7997,https://www.wga.hu/detail/c/caravagg/07/37depos2.jpg,['\r\nThe detail shows the head of Mary.\r\n\r\n\n'],CARAVAGGIO,"(b. 1571, Caravaggio, d. 1610, Porto Ercole)",The Entombment (detail),1602-03,"Oil on canvas, width of detail: 30 cm","Pinacoteca, Vatican",painting,religious,Italian,1551-1600,The detail shows the head of Mary.
125,8012,https://www.wga.hu/detail/c/caravagg/08/47emmau1.jpg,['\r\nThe picture shows the head of the innkeeper.\r\n\r\n\n'],CARAVAGGIO,"(b. 1571, Caravaggio, d. 1610, Porto Ercole)",Supper at Emmaus (detail),1606,"Oil on canvas, width of detail: 20 cm","Pinacoteca di Brera, Milan",painting,religious,Italian,1551-1600,The picture shows the head of the innkeeper.
126,8014,https://www.wga.hu/detail/c/caravagg/08/47emmau3.jpg,['\r\nThe picture shows the head of the elderly maid.\r\n\r\n\n'],CARAVAGGIO,"(b. 1571, Caravaggio, d. 1610, Porto Ercole)",Supper at Emmaus (detail),1606,"Oil on canvas, width of detail: 20 cm","Pinacoteca di Brera, Milan",painting,religious,Italian,1551-1600,The picture shows the head of the elderly maid.
127,8016,https://www.wga.hu/detail/c/caravagg/08/48palaf2.jpg,['\r\nThe detail shows the head of the Madonna.\r\n\r\n\n'],CARAVAGGIO,"(b. 1571, Caravaggio, d. 1610, Porto Ercole)",Madonna dei Palafrenieri (detail),1606,"Oil on canvas, width of detail: 47 cm","Galleria Borghese, Rome",painting,religious,Italian,1551-1600,The detail shows the head of the Madonna.
128,8337,https://www.wga.hu/detail/c/carracci/annibale/farnese/farnes26.jpg,['\r\nThis detail shows the death of Phineus.\r\n\r\n\n'],"CARRACCI, Annibale","(b. 1560, Bologna, d. 1609, Roma)",Perseus Fighting with Phineus (detail),1597-1602,Fresco,"Galleria Farnese, Palazzo Farnese, Rome",painting,mythological,Italian,1551-1600,This detail shows the death of Phineus.
129,8558,https://www.wga.hu/detail/c/cavallin/mosaic/2scene1.jpg,['\r\nThe detail represents the head of the angel.\r\n\r\n\n'],"CAVALLINI, Pietro","(b. ca. 1250, Roma, d. 1330, Roma)",Annunciation (detail),1296-1300,Mosaic,"Santa Maria in Trastevere, Rome",mosaic,religious,Italian,1251-1300,The detail represents the head of the angel.
130,8559,https://www.wga.hu/detail/c/cavallin/mosaic/2scene2.jpg,['\r\nThe detail represents the head of the Virgin.\r\n\r\n\n'],"CAVALLINI, Pietro","(b. ca. 1250, Roma, d. 1330, Roma)",Annunciation (detail),1296-1300,Mosaic,"Santa Maria in Trastevere, Rome",mosaic,religious,Italian,1251-1300,The detail represents the head of the Virgin.
131,8630,https://www.wga.hu/detail/c/cellini/1/05salt.jpg,['\r\nThe picture shows the little temple.\r\n\r\n\n'],"CELLINI, Benvenuto","(b. 1500, Firenze, d. 1571, Firenze)",Salt Cellar (detail),1540-44,"Gold, enamel and ebony","Kunsthistorisches Museum, Vienna",metalwork,other,Italian,1501-1550,The picture shows the little temple.
132,8635,https://www.wga.hu/detail/c/cellini/1/10salt.jpg,['\r\nThe picture shows one of the figures of the winds.\r\n\r\n\n'],"CELLINI, Benvenuto","(b. 1500, Firenze, d. 1571, Firenze)",Salt Cellar (detail),1540-44,"Gold, enamel and ebony","Kunsthistorisches Museum, Vienna",metalwork,other,Italian,1501-1550,The picture shows one of the figures of the winds.
133,8661,https://www.wga.hu/detail/c/cellini/4/06bronze.jpg,['\r\nThe picture shows the detail of thorax.\r\n\r\n\n'],"CELLINI, Benvenuto","(b. 1500, Firenze, d. 1571, Firenze)",Bust of Cosimo I (detail),1546-47,Bronze,"Museo Nazionale del Bargello, Florence",sculpture,portrait,Italian,1501-1550,The picture shows the detail of thorax.
134,8781,https://www.wga.hu/detail/c/cezanne/2/1lands07.jpg,"[""\r\nThis canvas is close to Pissarro's work.\r\n\r\n\n""]","CÉZANNE, Paul","(b. 1839, Aix-en-Provence, d. 1906, Aix-en-Provence)",View of Auvers,c. 1874,"Oil on canvas, 65 x 81 cm","Art Institute, Chicago",painting,landscape,French,1851-1900,This canvas is close to Pissarro's work.
135,8997,https://www.wga.hu/detail/c/cherpite/chatele3.jpg,['\r\nThe photo shows the gate at 127 rue de Grenelle.\r\n\r\n\n'],"CHERPITEL, Mathurin","(b. 1736, Paris, d. 1809, Paris)",Exterior view,1770,Photo,"Hôtel du Châtelet, Paris",architecture,other,French,1751-1800,The photo shows the gate at 127 rue de Grenelle.
136,9034,https://www.wga.hu/detail/c/christin/graphic3.jpg,['\r\nThis ornament represents an Art Nouveau Lady.\r\n\r\n\n'],"CHRISTIANSEN, Hans","(b. 1866, Flensburg, d. 1945, Wiesbaden)",Book ornament,1898,Woodcut,Private collection,graphics,other,German,1851-1900,This ornament represents an Art Nouveau Lady.
137,9125,https://www.wga.hu/detail/c/cimabue/assisi/vault2.jpg,['\r\nThe detail shows St Luke\r\n\r\n\n'],CIMABUE,"(b. ca. 1240, Firenze, d. ca. 1302, Firenze)",Crossing vault (detail of the west cell),1277-80,Fresco,"Upper Church, San Francesco, Assisi",painting,religious,Italian,1251-1300,The detail shows St Luke
138,9134,https://www.wga.hu/detail/c/cimabue/crucifix/cruci_a3.jpg,['\r\nThis detail shows the head of Christ.\r\n\r\n\n'],CIMABUE,"(b. ca. 1240, Firenze, d. ca. 1302, Firenze)",Crucifix (detail),1268-71,"Tempera on wood, 64,5 x 53 cm (size of the detail)","San Domenico, Arezzo",painting,religious,Italian,1251-1300,This detail shows the head of Christ.
139,9143,https://www.wga.hu/detail/c/cimabue/madonna/panel1a.jpg,['\r\nThe detail shows the head of the left-hand angel.\r\n\r\n\n'],CIMABUE,"(b. ca. 1240, Firenze, d. ca. 1302, Firenze)",Virgin and Child with Two Angels (detail),1280-85,Egg tempera on wood,"National Gallery, London",painting,religious,Italian,1251-1300,The detail shows the head of the left-hand angel.
140,9432,https://www.wga.hu/detail/c/cochin/son/henault.jpg,['\r\nThe drawing is signed and dated.\r\n\r\n\n'],"COCHIN, Charles-Nicolas II","(b. 1715, Paris, d. 1790, Paris)",Portrait of the President Henault,1778,"Black chalk, 150 x 120 mm",Private collection,graphics,portrait,French,1751-1800,The drawing is signed and dated.
141,9507,https://www.wga.hu/detail/c/cola_c/todi5.jpg,['\r\nThe photo shows the interior of the dome.\r\n\r\n\n'],COLA DA CAPRAROLA,(active 1494-1518),Interior view,1508,Photo,"Santa Maria della Consolazione, Todi",architecture,other,Italian,1501-1550,The photo shows the interior of the dome.
142,9783,https://www.wga.hu/detail/c/corneliu/zapocaly.jpg,['\r\nThis drawing is a study to a monumental fresco.\r\n\r\n\n'],"CORNELIUS, Peter","(b. 1783, Düsseldorf, d. 1867, Berlin)",The Riders of the Apocalypse,c. 1845,"Drawing, 472 x 588 cm","Staatliche Museen, Berlin",graphics,religious,German,1801-1850,This drawing is a study to a monumental fresco.
143,9820,https://www.wga.hu/detail/c/correggi/frescoes/duomo1.jpg,['\r\nThis detail shows the Apostles.\r\n\r\n\n'],CORREGGIO,"(b. ca. 1490, Correggio, d. 1534, Correggio)",Assumption of the Virgin (detail),1526-30,Fresco,"Duomo, Parma",painting,religious,Italian,1501-1550,This detail shows the Apostles.
144,9821,https://www.wga.hu/detail/c/correggi/frescoes/duomo3.jpg,['\r\nThis detail shows the angelic musicians.\r\n\r\n\n'],CORREGGIO,"(b. ca. 1490, Correggio, d. 1534, Correggio)",Assumption of the Virgin (detail),1526-30,Fresco,"Duomo, Parma",painting,religious,Italian,1501-1550,This detail shows the angelic musicians.
145,9942,https://www.wga.hu/detail/c/cortona/5/lucamar4.jpg,['\r\nThe photo shows the dome.\r\n\r\n\n'],"CORTONA, Pietro da","(b. 1596, Cortona, d. 1669, Roma)",Exterior view,1635-50,Photo,"Santi Luca e Martina, Rome",architecture,other,Italian,1601-1650,The photo shows the dome.
146,9943,https://www.wga.hu/detail/c/cortona/5/lucamar5.jpg,['\r\nThe photo shows the dome.\r\n\r\n\n'],"CORTONA, Pietro da","(b. 1596, Cortona, d. 1669, Roma)",Exterior view,1635-50,Photo,"Santi Luca e Martina, Rome",architecture,other,Italian,1601-1650,The photo shows the dome.
147,9976,https://www.wga.hu/detail/c/cossa/schifano/2april/2april_02.jpg,['\r\nThis detail shows pairs of lovers.\r\n\r\n\n'],"COSSA, Francesco","(b. ca. 1435, Ferrara, d. ca. 1477, Bologna)",Allegory of April: Triumph of Venus (detail),1476-84,Fresco,"Palazzo Schifanoia, Ferrara",painting,mythological,Italian,1451-1500,This detail shows pairs of lovers.
148,9998,https://www.wga.hu/detail/c/cossa/schifano/1march/1march_6.jpg,['\r\nThis detail shows mounted falconers.\r\n\r\n\n'],"COSSA, Francesco del","(b. ca. 1435, Ferrara, d. ca. 1477, Bologna)",Allegory of March: Triumph of Minerva (detail),1476-84,Fresco,"Palazzo Schifanoia, Ferrara",painting,mythological,Italian,1451-1500,This detail shows mounted falconers.
149,9999,https://www.wga.hu/detail/c/cossa/schifano/1march/1march_7.jpg,['\r\nThis detail shows vine growing.\r\n\r\n\n'],"COSSA, Francesco del","(b. ca. 1435, Ferrara, d. ca. 1477, Bologna)",Allegory of March: Triumph of Minerva (detail),1476-84,Fresco,"Palazzo Schifanoia, Ferrara",painting,mythological,Italian,1451-1500,This detail shows vine growing.
150,10071,https://www.wga.hu/detail/c/cottart/amelot2.jpg,['\r\nThe photo shows the relief on the entrance portal.\r\n\r\n\n'],"COTTART, Pierre","(b. ca. 1630, d. 1701, Paris)",Exterior view,1657-60,Photo,"Hôtel Amelot de Bisseuil, Paris",architecture,other,French,1651-1700,The photo shows the relief on the entrance portal.
151,10072,https://www.wga.hu/detail/c/cottart/amelot3.jpg,['\r\nThe photo shows inner side of the entrance portal.\r\n\r\n\n'],"COTTART, Pierre","(b. ca. 1630, d. 1701, Paris)",Interior view,1657-60,Photo,"Hôtel Amelot de Bisseuil, Paris",architecture,other,French,1651-1700,The photo shows inner side of the entrance portal.
152,10089,https://www.wga.hu/detail/c/courbet/1/courb108.jpg,['\r\nThis painting was exhibited at the 1853 Salon.\r\n\r\n\n'],"COURBET, Gustave","(b. 1819, Ornans, d. 1877, La Tour-de-Peilz)",The Wrestlers,1853,Oil on canvas,"Szépmûvészeti Múzeum, Budapest",painting,genre,French,1851-1900,This painting was exhibited at the 1853 Salon.
153,10102,https://www.wga.hu/detail/c/courbet/2/courb201.jpg,['\r\nRégis Courbet was the father of the artist.\r\n\r\n\n'],"COURBET, Gustave","(b. 1819, Ornans, d. 1877, La Tour-de-Peilz)",Portrait of Régis Courbet,c. 1840,"Oil on canvas, 73 x 60 cm",Private collection,painting,portrait,French,1851-1900,Régis Courbet was the father of the artist.
